adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,reservation_status,faixa_preco
2,0.0,2,6,BB,0,D,59,2015,July,11,Online TA,0,0,0,111.25,2,Canceled,Premium
2,2.0,2,6,HB,0,G,79,2015,July,11,Direct,0,0,0,213.75,0,Check-Out,Luxo
2,0.0,4,6,HB,1,E,32,2015,July,11,Online TA,0,0,0,178.0,0,Check-Out,Luxo
2,0.0,2,5,BB,0,A,110,2015,July,11,Direct,0,0,0,113.9,1,Check-Out,Premium
2,0.0,2,5,BB,1,E,33,2015,July,11,Online TA,0,0,0,129.29,0,Check-Out,Premium
2,2.0,1,0,BB,1,G,53,2015,July,12,Online TA,0,0,0,153.0,0,Check-Out,Luxo
2,0.0,1,0,BB,1,A,2,2015,July,12,Online TA,0,0,0,98.0,2,Check-Out,Padrão
2,1.0,2,4,BB,1,A,8,2015,July,12,Online TA,0,0,0,169.0,2,Check-Out,Luxo
2,0.0,2,4,BB,0,A,72,2015,July,12,Online TA,0,0,0,93.0,2,Canceled,Padrão
2,0.0,2,5,BB,0,A,12,2015,July,12,Online TA,0,0,0,132.29,0,Check-Out,Premium
2,0.0,2,5,BB,0,D,48,2015,July,12,Offline TA/TO,0,0,0,123.0,1,Check-Out,Premium
2,0.0,2,5,FB,0,A,90,2015,July,12,Offline TA/TO,0,0,0,117.22,1,Check-Out,Premium
2,0.0,2,5,HB,0,D,34,2015,July,12,Offline TA/TO,0,0,0,149.0,1,Check-Out,Luxo
3,1.0,2,5,BB,0,C,58,2015,July,12,Direct,0,0,0,164.57,1,Canceled,Luxo
2,0.0,2,5,BB,0,A,59,2015,July,12,Offline TA/TO,0,0,0,107.0,0,Check-Out,Premium
2,0.0,2,5,FB,1,A,90,2015,July,12,Offline TA/TO,0,0,0,117.22,2,Check-Out,Premium
2,0.0,2,5,BB,0,E,116,2015,July,12,Offline TA/TO,0,0,0,119.25,0,Check-Out,Premium
2,0.0,2,5,BB,0,D,31,2015,July,12,Offline TA/TO,0,0,0,123.0,0,Check-Out,Premium
2,0.0,2,5,HB,0,A,51,2015,July,12,Online TA,0,0,0,105.71,0,Canceled,Premium
2,0.0,2,5,BB,0,D,48,2015,July,12,Offline TA/TO,0,0,0,123.0,1,Check-Out,Premium
2,0.0,2,5,BB,1,E,59,2015,July,12,Online TA,0,0,0,144.43,2,Check-Out,Luxo
2,0.0,3,5,BB,0,E,97,2015,July,12,Online TA,0,0,0,126.0,1,Canceled,Premium
2,0.0,4,5,HB,1,A,12,2015,July,12,Online TA,0,0,0,148.3,2,Check-Out,Luxo
2,0.0,4,5,BB,0,A,64,2015,July,12,Online TA,0,0,0,125.22,1,Check-Out,Premium
2,0.0,2,5,BB,0,A,81,2015,July,12,Offline TA/TO,0,0,0,78.84,0,Check-Out,Padrão
2,0.0,1,0,BB,0,A,1,2015,July,12,Online TA,0,0,0,80.1,0,Check-Out,Padrão
2,2.0,2,0,BB,0,G,34,2015,July,12,Online TA,0,0,0,193.0,1,Check-Out,Luxo
2,0.0,2,0,BB,0,A,13,2015,July,12,Online TA,0,0,0,88.2,0,Check-Out,Padrão
2,0.0,2,0,BB,0,F,40,2015,July,12,Online TA,0,0,0,90.71,0,Check-Out,Padrão
2,0.0,2,0,BB,0,A,1,2015,July,12,Online TA,0,0,0,114.5,1,Check-Out,Premium
2,0.0,2,0,BB,0,A,34,2015,July,12,Online TA,0,0,0,120.2,1,Check-Out,Premium
2,0.0,2,1,BB,0,D,88,2015,July,12,Offline TA/TO,0,0,0,79.5,0,Check-Out,Padrão
2,0.0,2,1,BB,0,A,9,2015,July,12,Online TA,0,0,0,117.9,3,Check-Out,Premium
2,0.0,2,1,HB,0,A,24,2015,July,12,Online TA,0,0,0,128.0,0,Canceled,Premium
2,0.0,2,2,BB,0,A,97,2015,July,12,Offline TA/TO,0,0,0,90.95,0,Check-Out,Padrão
2,0.0,2,2,BB,0,E,60,2015,July,12,Online TA,0,0,0,107.0,2,Check-Out,Premium
2,2.0,2,2,BB,1,G,100,2015,July,12,Direct,0,0,0,130.05,1,Check-Out,Premium
2,0.0,2,3,BB,0,D,50,2015,July,12,Offline TA/TO,0,0,0,123.0,0,Check-Out,Premium
2,0.0,2,3,BB,0,F,47,2015,July,12,Online TA,0,0,0,103.8,0,No-Show,Premium
2,2.0,2,3,BB,0,H,8,2015,July,12,Online TA,0,0,0,196.0,1,Check-Out,Luxo
2,0.0,2,3,HB,1,D,34,2015,July,12,Online TA,0,0,0,149.4,0,Check-Out,Luxo
2,0.0,2,5,BB,0,G,47,2015,July,13,Online TA,0,0,0,175.71,0,Check-Out,Luxo
2,0.0,2,5,HB,0,A,115,2015,July,13,Offline TA/TO,0,0,0,119.7,2,Check-Out,Premium
2,0.0,2,5,BB,0,A,79,2015,July,13,Online TA,0,0,0,100.86,1,Canceled,Premium
2,0.0,2,5,BB,0,A,91,2015,July,13,Online TA,0,0,0,100.86,0,Check-Out,Premium
2,0.0,1,1,BB,0,A,98,2015,July,13,Online TA,0,0,0,82.0,3,Check-Out,Padrão
2,0.0,1,1,BB,0,A,109,2015,July,13,Online TA,0,0,0,73.8,1,Check-Out,Econômica
2,0.0,1,1,BB,1,A,0,2015,July,13,Online TA,0,0,0,117.9,0,Check-Out,Premium
4,0.0,1,1,BB,0,L,0,2015,July,13,Direct,0,0,0,150.0,0,Check-Out,Luxo
2,0.0,1,1,HB,1,A,9,2015,July,13,Online TA,0,0,0,161.0,2,Check-Out,Luxo
2,0.0,1,1,BB,0,A,62,2015,July,13,Online TA,0,0,0,64.0,2,Check-Out,Econômica
2,0.0,1,1,BB,0,E,45,2015,July,13,Online TA,0,0,0,123.0,0,Canceled,Premium
2,0.0,1,2,BB,1,D,42,2015,July,13,Online TA,0,0,0,110.0,0,Check-Out,Premium
2,0.0,1,2,BB,1,A,54,2015,July,13,Online TA,0,0,0,88.2,1,Check-Out,Padrão
2,0.0,1,2,HB,1,A,51,2015,July,13,Online TA,0,0,0,130.0,0,Check-Out,Premium
2,0.0,1,2,BB,0,A,54,2015,July,13,Online TA,0,0,0,88.2,1,Check-Out,Padrão
2,0.0,1,2,HB,1,E,58,2015,July,13,Direct,0,0,0,165.0,1,Check-Out,Luxo
1,0.0,1,3,BB,0,A,0,2015,July,13,Corporate,0,0,0,114.0,0,Check-Out,Premium
2,0.0,1,4,BB,0,D,60,2015,July,13,Offline TA/TO,0,0,0,79.5,0,Canceled,Padrão
2,0.0,1,4,BB,0,D,40,2015,July,13,Direct,0,0,0,120.0,2,Check-Out,Premium
2,0.0,1,4,BB,0,D,51,2015,July,13,Offline TA/TO,0,0,0,79.5,0,Canceled,Padrão
2,0.0,1,4,BB,0,D,38,2015,July,13,Direct,0,0,0,120.0,0,Check-Out,Premium
2,0.0,1,4,HB,0,D,75,2015,July,13,Online TA,0,0,0,144.2,1,Canceled,Luxo
2,0.0,1,4,BB,0,A,101,2015,July,13,Online TA,0,0,0,107.2,0,Check-Out,Premium
2,0.0,1,4,BB,0,D,42,2015,July,13,Online TA,0,0,0,120.0,0,Canceled,Premium
3,0.0,1,4,HB,0,E,109,2015,July,13,Direct,0,0,0,163.8,1,Check-Out,Luxo
2,0.0,1,5,BB,0,A,81,2015,July,13,Online TA,0,0,0,98.5,2,Canceled,Padrão
2,0.0,1,5,HB,0,A,98,2015,July,13,Online TA,0,0,0,130.5,0,Canceled,Premium
1,0.0,1,5,HB,0,D,32,2015,July,13,Offline TA/TO,0,0,0,153.0,0,Check-Out,Luxo
2,0.0,1,5,BB,0,A,72,2015,July,13,Online TA,0,0,0,98.5,2,Check-Out,Padrão
2,0.0,2,5,HB,0,A,115,2015,July,13,Offline TA/TO,0,0,0,119.7,2,Check-Out,Premium
2,0.0,2,5,FB,0,D,118,2015,July,13,Direct,0,0,0,184.6,1,Check-Out,Luxo
2,1.0,2,5,HB,0,E,81,2015,July,13,Direct,0,0,0,181.22,2,Check-Out,Luxo
2,0.0,2,5,BB,0,A,95,2015,July,13,Online TA,0,0,0,100.86,1,Canceled,Premium
2,0.0,1,0,BB,1,A,16,2015,July,13,Online TA,0,0,0,100.2,3,Check-Out,Premium
2,0.0,1,3,HB,1,A,56,2015,July,13,Online TA,0,0,0,134.25,0,Check-Out,Premium
2,0.0,3,5,BB,0,A,88,2015,July,13,Offline TA/TO,0,0,0,96.3,0,Check-Out,Padrão
2,0.0,3,6,BB,0,D,41,2015,July,13,Online TA,0,0,0,83.09,2,Check-Out,Padrão
2,0.0,0,1,BB,0,D,40,2015,July,14,Offline TA/TO,0,0,0,105.5,0,Canceled,Premium
1,0.0,0,1,BB,0,A,1,2015,July,14,Corporate,0,0,0,134.0,0,Check-Out,Premium
2,0.0,0,1,BB,0,A,1,2015,July,14,Online TA,0,0,0,8.0,1,Check-Out,Econômica
2,0.0,0,2,BB,1,D,1,2015,July,14,Online TA,0,0,0,146.0,1,Check-Out,Luxo
2,0.0,0,4,BB,0,E,76,2015,July,14,Online TA,0,0,0,126.0,2,Canceled,Premium
2,0.0,0,4,BB,0,A,0,2015,July,14,Online TA,0,0,0,111.15,1,Check-Out,Premium
2,0.0,0,5,BB,0,E,49,2015,July,14,Online TA,0,0,0,136.2,2,Check-Out,Luxo
2,0.0,0,5,BB,0,A,76,2015,July,14,Direct,0,0,0,101.8,0,Check-Out,Premium
2,0.0,1,5,HB,0,A,73,2015,July,14,Direct,0,0,0,127.0,1,Check-Out,Premium
2,1.0,1,5,HB,0,E,73,2015,July,14,Direct,0,0,0,161.5,2,Check-Out,Luxo
1,0.0,2,5,BB,0,A,112,2015,July,14,Online TA,0,0,0,65.7,1,Canceled,Econômica
2,0.0,2,5,HB,1,A,6,2015,July,14,Online TA,0,0,0,180.0,2,Check-Out,Luxo
2,0.0,2,5,HB,0,A,8,2015,July,14,Online TA,0,0,0,168.57,1,Check-Out,Luxo
1,0.0,0,1,BB,0,A,0,2015,July,14,Corporate,0,0,0,134.0,0,Check-Out,Premium
2,0.0,0,3,HB,0,A,62,2015,July,15,Offline TA/TO,0,0,0,91.5,0,Canceled,Padrão
2,0.0,0,3,BB,0,D,39,2015,July,15,Online TA,0,0,0,132.44,0,Canceled,Premium
2,0.0,2,4,HB,0,D,37,2015,July,15,Online TA,0,0,0,106.9,0,Check-Out,Premium
2,0.0,2,5,BB,0,D,58,2015,July,15,Online TA,0,0,0,131.86,0,Canceled,Premium
2,2.0,2,6,BB,1,H,37,2015,July,15,Online TA,0,0,0,216.13,0,Check-Out,Luxo
2,0.0,0,2,FB,0,A,57,2015,July,15,Groups,0,0,0,107.0,0,Check-Out,Premium
2,0.0,0,2,FB,0,A,57,2015,July,15,Groups,0,0,0,107.0,0,Check-Out,Premium
2,0.0,0,2,FB,0,A,57,2015,July,15,Groups,0,0,0,107.0,0,Check-Out,Premium
2,0.0,0,2,FB,0,A,57,2015,July,15,Groups,0,0,0,107.0,0,Check-Out,Premium
1,0.0,0,2,FB,0,A,57,2015,July,15,Groups,0,0,0,94.0,0,Check-Out,Padrão
2,0.0,0,2,FB,0,A,57,2015,July,15,Groups,0,0,0,98.75,0,Check-Out,Padrão
3,0.0,0,2,FB,0,A,57,2015,July,15,Groups,0,0,0,148.23,0,Check-Out,Luxo
1,0.0,0,2,FB,0,A,57,2015,July,15,Groups,0,0,0,94.0,0,Check-Out,Padrão
2,2.0,0,2,BB,0,G,66,2015,July,16,Online TA,0,0,0,195.0,1,Canceled,Luxo
2,0.0,0,2,BB,0,A,13,2015,July,16,Online TA,0,0,0,120.6,1,Check-Out,Premium
2,0.0,0,1,BB,0,F,50,2015,July,16,Online TA,0,0,0,123.2,0,Check-Out,Premium
1,0.0,0,1,BB,0,A,48,2015,July,16,Direct,0,0,0,112.0,0,Canceled,Premium
2,0.0,0,1,BB,0,F,0,2015,July,16,Online TA,0,0,0,123.2,0,Canceled,Premium
2,2.0,0,1,BB,1,C,7,2015,July,16,Online TA,0,0,0,169.0,1,Check-Out,Luxo
2,2.0,0,2,BB,1,H,0,2015,July,16,Direct,0,0,0,198.0,0,Check-Out,Luxo
2,0.0,0,2,BB,0,A,66,2015,July,16,Online TA,0,0,0,103.5,1,Canceled,Premium
2,1.0,0,2,BB,0,A,13,2015,July,16,Online TA,0,0,0,135.6,1,Check-Out,Luxo
2,0.0,0,2,BB,0,A,66,2015,July,16,Online TA,0,0,0,103.5,1,Check-Out,Premium
2,0.0,0,3,BB,1,D,10,2015,July,16,Direct,0,0,0,184.0,0,Check-Out,Luxo
2,0.0,0,3,BB,0,A,10,2015,July,16,Direct,0,0,0,134.0,0,Canceled,Premium
2,0.0,0,3,HB,0,A,58,2015,July,16,Online TA,0,0,0,147.0,0,Canceled,Luxo
2,0.0,0,3,HB,0,A,17,2015,July,16,Online TA,0,0,0,151.33,0,Canceled,Luxo
2,0.0,0,3,BB,0,A,19,2015,July,16,Online TA,0,0,0,121.33,1,Check-Out,Premium
2,0.0,2,3,BB,0,D,10,2015,July,16,Direct,0,0,0,150.2,1,Check-Out,Luxo
2,0.0,2,3,BB,0,E,12,2015,July,16,Direct,0,0,0,139.0,0,Canceled,Luxo
1,0.0,2,3,BB,0,D,10,2015,July,16,Direct,0,0,0,150.2,1,Check-Out,Luxo
2,0.0,1,3,BB,0,A,63,2015,July,16,Online TA,0,0,0,75.44,1,Check-Out,Padrão
2,0.0,1,3,BB,0,D,35,2015,July,16,Online TA,0,0,0,135.0,0,Canceled,Luxo
2,0.0,2,4,HB,0,A,113,2015,July,16,Online TA,0,0,0,166.0,1,Check-Out,Luxo
2,0.0,2,4,BB,0,D,35,2015,July,16,Online TA,0,0,0,135.0,0,Canceled,Luxo
2,0.0,2,5,HB,0,A,68,2015,July,16,Offline TA/TO,0,0,0,130.0,0,Check-Out,Premium
2,0.0,2,6,BB,0,A,113,2015,July,16,Offline TA/TO,0,0,0,96.3,0,Check-Out,Padrão
2,0.0,0,2,BB,0,A,7,2015,July,17,Direct,0,0,0,127.25,1,Check-Out,Premium
2,0.0,0,2,BB,0,E,17,2015,July,17,Online TA,0,0,0,164.0,2,Check-Out,Luxo
2,0.0,0,2,BB,0,D,1,2015,July,17,Online TA,0,0,0,144.5,0,Check-Out,Luxo
2,0.0,0,2,BB,0,A,2,2015,July,17,Offline TA/TO,0,0,0,112.0,0,Check-Out,Premium
2,0.0,0,2,BB,0,A,15,2015,July,17,Online TA,0,0,0,134.0,1,Canceled,Premium
2,0.0,0,2,BB,0,A,7,2015,July,17,Direct,0,0,0,127.25,1,Canceled,Premium
2,0.0,0,2,BB,1,A,11,2015,July,17,Online TA,0,0,0,155.5,0,Check-Out,Luxo
2,0.0,0,2,BB,0,A,6,2015,July,17,Online TA,0,0,0,110.5,1,No-Show,Premium
2,0.0,0,2,BB,0,D,1,2015,July,17,Direct,0,0,0,144.5,0,Check-Out,Luxo
2,0.0,0,2,BB,0,D,1,2015,July,17,Direct,0,0,0,144.5,0,Check-Out,Luxo
2,0.0,0,2,BB,0,D,48,2015,July,17,Offline TA/TO,0,0,0,123.0,0,Check-Out,Premium
2,0.0,0,2,BB,0,A,15,2015,July,17,Online TA,0,0,0,120.6,1,Check-Out,Premium
1,0.0,0,2,BB,0,A,3,2015,July,17,Offline TA/TO,0,0,0,107.6,0,No-Show,Premium
2,0.0,1,2,BB,0,A,23,2015,July,17,Online TA,0,0,0,120.6,1,Canceled,Premium
2,0.0,2,3,BB,0,A,53,2015,July,17,Offline TA/TO,0,0,0,107.0,0,Check-Out,Premium
2,1.0,2,3,BB,1,A,53,2015,July,17,Offline TA/TO,0,0,0,133.75,0,Check-Out,Premium
2,0.0,2,3,BB,0,A,94,2015,July,17,Direct,0,0,0,103.5,0,Check-Out,Premium
1,0.0,2,3,BB,0,A,64,2015,July,17,Offline TA/TO,0,0,0,84.8,1,Check-Out,Padrão
1,0.0,2,3,BB,1,A,53,2015,July,17,Offline TA/TO,0,0,0,107.0,0,Check-Out,Premium
2,0.0,2,3,BB,1,A,53,2015,July,17,Offline TA/TO,0,0,0,107.0,0,Check-Out,Premium
3,1.0,2,3,BB,0,G,24,2015,July,17,Direct,0,0,0,195.0,1,Check-Out,Luxo
2,0.0,2,4,BB,0,E,24,2015,July,17,Online TA,0,0,0,164.0,0,Check-Out,Luxo
2,2.0,2,5,BB,0,G,23,2015,July,17,Direct,0,0,0,195.0,0,Check-Out,Luxo
2,0.0,2,5,BB,0,A,53,2015,July,17,Online TA,0,0,0,125.0,2,Check-Out,Premium
2,2.0,2,5,BB,0,G,23,2015,July,17,Direct,0,0,0,195.0,0,Canceled,Luxo
2,0.0,2,5,HB,0,A,90,2015,July,17,Online TA,0,0,0,132.3,3,Check-Out,Premium
2,0.0,2,5,BB,0,E,79,2015,July,17,Online TA,0,0,0,145.0,2,Check-Out,Luxo
2,0.0,2,5,BB,0,A,43,2015,July,17,Offline TA/TO,0,0,0,92.0,0,Check-Out,Padrão
2,0.0,2,6,HB,0,A,65,2015,July,17,Online TA,0,0,0,147.0,2,Check-Out,Luxo
2,0.0,2,6,HB,1,D,65,2015,July,17,Online TA,0,0,0,167.0,2,Check-Out,Luxo
3,0.0,2,6,BB,0,H,99,2015,July,17,Direct,0,0,0,210.0,1,Check-Out,Luxo
2,0.0,1,2,BB,1,A,92,2015,July,17,Online TA,0,0,0,103.5,3,Check-Out,Premium
2,1.0,1,2,BB,0,A,91,2015,July,17,Online TA,0,0,0,118.5,3,Check-Out,Premium
2,1.0,1,2,HB,0,E,38,2015,July,17,Online TA,0,0,0,192.0,1,Check-Out,Luxo
2,0.0,1,2,BB,0,D,6,2015,July,17,Offline TA/TO,0,0,0,128.27,0,Check-Out,Premium
2,0.0,1,2,BB,0,D,38,2015,July,17,Online TA,0,0,0,135.0,0,Check-Out,Luxo
2,0.0,1,2,BB,0,A,13,2015,July,17,Online TA,0,0,0,126.3,2,Check-Out,Premium
2,0.0,1,2,BB,0,D,32,2015,July,17,Online TA,0,0,0,154.0,0,Canceled,Luxo
2,0.0,1,2,BB,0,A,8,2015,July,17,Online TA,0,0,0,126.3,2,Check-Out,Premium
2,0.0,0,1,BB,0,L,0,2015,July,17,Direct,0,0,0,136.0,0,Canceled,Luxo
2,1.0,1,2,BB,0,A,91,2015,July,17,Online TA,0,0,0,118.5,3,Check-Out,Premium
2,0.0,1,2,BB,1,A,3,2015,July,17,Online TA,0,0,0,116.33,1,Check-Out,Premium
3,0.0,2,2,BB,0,A,9,2015,July,17,Direct,0,0,0,164.0,1,Check-Out,Luxo
2,0.0,2,1,BB,0,D,19,2015,July,18,Online TA,0,0,0,147.67,2,Check-Out,Luxo
2,0.0,2,4,BB,0,E,25,2015,July,18,Direct,0,0,0,145.0,0,Check-Out,Luxo
2,1.0,2,4,HB,1,A,108,2015,July,18,Online TA,0,0,0,147.0,2,Check-Out,Luxo
2,2.0,2,4,HB,0,C,37,2015,July,18,Online TA,0,0,0,168.3,0,Canceled,Luxo
2,0.0,2,5,HB,0,D,45,2015,July,18,Online TA,0,0,0,167.0,0,Check-Out,Luxo
2,0.0,2,5,BB,1,E,64,2015,July,18,Direct,0,0,0,137.75,1,Check-Out,Luxo
2,0.0,2,2,BB,0,E,44,2015,July,18,Direct,0,0,0,145.0,0,Check-Out,Luxo
2,0.0,2,2,BB,1,A,26,2015,July,18,Online TA,0,0,0,132.6,0,Check-Out,Premium
2,0.0,2,2,HB,0,A,96,2015,July,18,Online TA,0,0,0,147.0,0,Canceled,Luxo
2,0.0,2,2,BB,0,E,123,2015,July,18,Online TA,0,0,0,157.0,2,Canceled,Luxo
2,2.0,2,3,BB,0,H,42,2015,July,18,Online TA,0,0,0,210.0,0,Canceled,Luxo
2,0.0,2,3,BB,0,E,59,2015,July,18,Offline TA/TO,0,0,0,132.5,0,Check-Out,Premium
2,0.0,2,3,BB,0,A,28,2015,July,18,Online TA,0,0,0,98.02,1,Check-Out,Padrão
2,1.0,2,3,BB,0,C,106,2015,July,18,Direct,0,0,0,126.0,2,Check-Out,Premium
2,0.0,0,1,BB,0,D,1,2015,July,18,Direct,0,0,0,173.0,1,Check-Out,Luxo
1,2.0,1,1,BB,0,G,4,2015,July,18,Online TA,0,0,0,186.5,0,Check-Out,Luxo
1,0.0,2,1,BB,0,D,3,2015,July,18,Direct,0,0,0,95.0,1,Check-Out,Padrão
2,0.0,2,5,HB,1,E,44,2015,July,18,Online TA,0,0,0,177.0,0,Check-Out,Luxo
2,0.0,2,5,FB,1,A,95,2015,July,18,Offline TA/TO,0,0,0,153.73,0,Check-Out,Luxo
2,0.0,2,5,BB,0,A,94,2015,July,18,Direct,0,0,0,115.0,1,Check-Out,Premium
2,0.0,2,5,HB,0,D,40,2015,July,18,Offline TA/TO,0,0,0,127.03,2,Canceled,Premium
2,0.0,2,5,BB,0,D,64,2015,July,18,Direct,0,0,0,128.25,1,Check-Out,Premium
2,0.0,2,6,HB,0,A,57,2015,July,18,Offline TA/TO,0,0,0,135.0,1,Check-Out,Luxo
2,0.0,2,6,HB,0,D,60,2015,July,18,Online TA,0,0,0,167.0,0,Canceled,Luxo
2,0.0,1,0,BB,0,A,0,2015,July,19,Direct,0,0,0,98.0,0,Check-Out,Padrão
2,0.0,1,0,BB,1,A,0,2015,July,19,Online TA,0,0,0,98.0,0,Check-Out,Padrão
2,0.0,1,0,BB,0,D,6,2015,July,19,Direct,0,0,0,135.0,0,Check-Out,Luxo
2,0.0,1,0,BB,0,A,0,2015,July,19,Online TA,0,0,0,88.2,0,Check-Out,Padrão
2,0.0,1,0,BB,1,A,19,2015,July,19,Online TA,0,0,0,120.6,1,Check-Out,Premium
2,0.0,2,0,BB,1,E,4,2015,July,19,Online TA,0,0,0,154.5,2,Check-Out,Luxo
2,0.0,2,1,BB,0,E,59,2015,July,19,Online TA,0,0,0,145.0,0,Canceled,Luxo
2,0.0,2,2,BB,0,A,44,2015,July,19,Direct,0,0,0,92.0,0,Check-Out,Padrão
2,0.0,2,2,BB,0,D,37,2015,July,19,Online TA,0,0,0,154.0,0,Canceled,Luxo
2,0.0,2,3,BB,0,A,66,2015,July,19,Direct,0,0,0,115.0,1,Check-Out,Premium
1,0.0,2,4,BB,0,D,38,2015,July,19,Offline TA/TO,0,0,0,110.53,0,Canceled,Premium
2,0.0,2,5,HB,0,E,62,2015,July,19,Offline TA/TO,0,0,0,158.5,1,Canceled,Luxo
2,2.0,2,5,HB,0,C,41,2015,July,19,Online TA,0,0,0,131.37,1,Check-Out,Premium
2,0.0,2,5,BB,0,A,60,2015,July,19,Online TA,0,0,0,117.71,0,Canceled,Premium
2,0.0,2,5,BB,0,D,104,2015,July,19,Offline TA/TO,0,0,0,123.0,1,Check-Out,Premium
2,0.0,2,5,BB,0,A,117,2015,July,19,Online TA,0,0,0,117.84,2,Check-Out,Premium
2,0.0,2,5,BB,0,D,31,2015,July,19,Online TA,0,0,0,154.0,0,Canceled,Luxo
2,0.0,2,5,BB,0,D,34,2015,July,19,Offline TA/TO,0,0,0,116.85,0,Check-Out,Premium
2,1.0,2,4,BB,0,A,47,2015,July,19,Online TA,0,0,0,129.16,1,Check-Out,Premium
2,2.0,2,4,BB,0,G,24,2015,July,19,Online TA,0,0,0,214.0,0,Canceled,Luxo
2,0.0,2,4,BB,0,A,104,2015,July,19,Online TA,0,0,0,115.0,2,Canceled,Premium
2,0.0,2,5,BB,0,D,32,2015,July,19,Offline TA/TO,0,0,0,123.0,0,Check-Out,Premium
2,2.0,3,5,BB,0,G,47,2015,July,19,Online TA,0,0,0,195.0,0,Canceled,Luxo
2,0.0,4,6,BB,0,C,29,2015,July,19,Offline TA/TO,0,0,0,135.2,0,Check-Out,Luxo
2,0.0,2,4,BB,0,E,123,2015,July,19,Online TA,0,0,0,130.5,1,Check-Out,Premium
1,0.0,1,0,BB,0,A,14,2015,July,20,Offline TA/TO,0,0,0,123.0,0,Check-Out,Premium
2,2.0,1,2,BB,0,G,118,2015,July,20,Online TA,0,0,0,179.1,2,Canceled,Luxo
2,0.0,1,3,BB,0,A,79,2015,July,20,Online TA,0,0,0,115.0,3,Check-Out,Premium
2,0.0,1,3,BB,0,A,63,2015,July,20,Online TA,0,0,0,115.0,0,Check-Out,Premium
2,0.0,1,3,BB,1,A,68,2015,July,20,Online TA,0,0,0,103.5,2,Check-Out,Premium
2,0.0,1,3,HB,1,A,96,2015,July,20,Direct,0,0,0,157.0,0,Check-Out,Luxo
2,0.0,1,3,BB,0,D,41,2015,July,20,Online TA,0,0,0,135.0,1,Canceled,Luxo
2,0.0,1,3,BB,0,E,46,2015,July,20,Online TA,0,0,0,111.65,0,Check-Out,Premium
2,2.0,1,4,BB,0,G,60,2015,July,20,Online TA,0,0,0,195.0,0,Canceled,Luxo
2,0.0,1,4,BB,0,A,41,2015,July,20,Offline TA/TO,0,0,0,104.0,0,Check-Out,Premium
2,0.0,1,4,BB,0,D,69,2015,July,20,Online TA,0,0,0,135.0,0,Canceled,Luxo
2,2.0,1,5,BB,0,G,41,2015,July,20,Online TA,0,0,0,214.0,1,Canceled,Luxo
2,0.0,1,5,HB,0,A,52,2015,July,20,Direct,0,0,0,133.17,0,Check-Out,Premium
2,0.0,1,5,BB,0,D,41,2015,July,20,Online TA,0,0,0,141.33,1,Canceled,Luxo
2,0.0,2,5,BB,0,E,89,2015,July,20,Offline TA/TO,0,0,0,121.01,1,Check-Out,Premium
2,2.0,2,5,BB,0,C,65,2015,July,20,Online TA,0,0,0,167.5,0,Check-Out,Luxo
2,0.0,2,5,HB,0,A,82,2015,July,20,Online TA,0,0,0,152.43,3,Check-Out,Luxo
2,0.0,2,5,FB,0,A,42,2015,July,20,Offline TA/TO,0,0,0,148.34,0,Check-Out,Luxo
2,0.0,2,5,HB,0,D,62,2015,July,20,Online TA,0,0,0,167.0,1,Check-Out,Luxo
2,1.0,2,5,HB,0,A,86,2015,July,20,Direct,0,0,0,172.93,1,Canceled,Luxo
2,0.0,2,5,BB,0,G,118,2015,July,20,Online TA,0,0,0,179.1,1,Canceled,Luxo
2,1.0,2,5,FB,0,F,28,2015,July,20,Offline TA/TO,0,0,0,192.5,1,Check-Out,Luxo
2,0.0,3,6,HB,0,A,52,2015,July,20,Offline TA/TO,0,0,0,92.0,0,Canceled,Padrão
2,0.0,3,6,FB,0,D,49,2015,July,20,Offline TA/TO,0,0,0,111.2,0,Canceled,Premium
2,0.0,0,2,BB,0,E,42,2015,July,21,Online TA,0,0,0,157.0,0,Canceled,Luxo
1,0.0,0,2,BB,0,A,5,2015,July,21,Corporate,0,0,0,99.5,0,Check-Out,Premium
2,0.0,0,3,BB,0,A,81,2015,July,21,Online TA,0,0,0,115.0,2,Canceled,Premium
2,2.0,0,4,BB,0,G,63,2015,July,21,Online TA,0,0,0,195.0,0,Canceled,Luxo
2,0.0,0,4,BB,0,A,61,2015,July,21,Online TA,0,0,0,103.5,0,Check-Out,Premium
3,0.0,0,5,BB,1,G,8,2015,July,21,Direct,0,0,0,207.0,0,Check-Out,Luxo
3,0.0,1,5,BB,1,A,89,2015,July,21,Direct,0,0,0,163.33,1,Check-Out,Luxo
2,0.0,2,5,HB,0,E,57,2015,July,21,Online TA,0,0,0,151.86,0,Check-Out,Luxo
3,0.0,2,5,BB,0,A,102,2015,July,21,Offline TA/TO,0,0,0,95.57,1,Check-Out,Padrão
2,0.0,2,6,BB,0,A,108,2015,July,21,Online TA,0,0,0,112.05,1,Check-Out,Premium
2,0.0,0,1,BB,1,E,0,2015,July,22,Direct,0,0,0,153.0,0,Check-Out,Luxo
2,0.0,0,4,BB,0,A,96,2015,July,22,Online TA,0,0,0,119.75,1,Canceled,Premium
